slide,fold,lambda,dice,iou,entropy
test_004,2,0.02,0.004513862173322049,0.0022620363468113,0.9120621317789332
test_004,2,0.05,0.0033341027416583313,0.0016698350716744593,0.9865580814537215
test_004,2,0.1,0.0,0.0,0.9966769576936432
test_004,2,0.15,0.0,0.0,0.9940185151417602
test_004,2,0.2,0.00041035110666564077,0.0002052176589795552,0.9935388743864765
test_004,3,0.0,0.0020004616449949986,0.0010012322858903265,0.3378666774528703
test_004,3,0.01,0.0,0.0,0.8653459871223043
test_004,3,0.02,0.005385858274986536,0.00270020058632927,0.894560554089332
test_004,3,0.05,0.0028211638583262805,0.0014125744811999178,0.9633005957366639
test_004,3,0.1,0.00041035110666564077,0.0002052176589795552,0.9793013938158044
test_004,3,0.15,0.00041035110666564077,0.0002052176589795552,0.983537034432197
test_004,3,0.2,0.0,0.0,0.9912189502585464
test_004,4,0.0,0.004154804954989613,0.0020817270624518117,0.8073193091153027
test_004,4,0.01,0.0029237516349926904,0.0014640160271228231,0.8140672885200708
test_004,4,0.02,0.0049242132799876895,0.0024681835711531045,0.8862568898381352
test_004,4,0.05,0.0014875227616629478,0.0007443149735639854,0.9798646788388435
test_004,4,0.1,0.0019491677566617937,0.00097553461864298,0.9867953290037557
test_004,4,0.15,0.001538816649996153,0.00077000077000077,0.9883582944049039
test_004,4,0.2,0.0014875227616629478,0.0007443149735639854,0.996072835874959
test_004,5,0.0,0.004154804954989613,0.0020817270624518117,0.6501354719219176
test_004,5,0.01,0.0039496294016567925,0.001978722310736496,0.8661831414330271
test_004,5,0.02,0.003693159959990767,0.0018499961458413629,0.9431252480115597
test_004,5,0.05,0.0015901105383293581,0.0007956878850102669,0.979832710087293
test_004,5,0.1,0.00041035110666564077,0.0002052176589795552,0.9937661590721576
test_004,5,0.15,0.0,0.0,0.9948224416576352
test_004,5,0.2,0.0,0.0,0.9917363623127511
test_004,6,0.0,0.00533456438665333,0.002674415614472703,0.42111768577146763
test_004,6,0.01,0.0029237516349926904,0.0014640160271228231,0.7945328485743389
test_004,6,0.02,0.0029237516349926904,0.0014640160271228231,0.8925268159769946
test_004,6,0.05,0.0037957477366571775,0.001901482642546959,0.9793067584350714
test_004,6,0.1,0.0014875227616629478,0.0007443149735639854,0.9682126163088071
test_004,6,0.15,0.0028211638583262805,0.0014125744811999178,0.9922596863963522
test_004,6,0.2,0.00041035110666564077,0.0002052176589795552,0.9930212433682201
test_004,7,0.0,0.0037957477366571775,0.001901482642546959,0.6969204260317983
test_004,7,0.01,0.0,0.0,0.9756581604413291
test_004,7,0.02,0.004154804954989613,0.0020817270624518117,0.9163838252676503
test_004,7,0.05,0.0,0.0,0.9802808200191296
test_004,7,0.1,0.0029237516349926904,0.0014640160271228231,0.9953792672411488
test_004,7,0.15,0.001077171654997307,0.0005388760585065435,0.9966340407395068
test_004,7,0.2,0.0,0.0,0.9961653481868089
test_004,8,0.0,0.0013336410966633325,0.0006672654946747081,0.9161637663956758
test_004,8,0.01,0.0029237516349926904,0.0014640160271228231,0.9355409901522755
test_004,8,0.02,0.0019491677566617937,0.00097553461864298,0.9864810061075174
test_004,8,0.05,0.0014875227616629478,0.0007443149735639854,0.970381564723079
test_004,8,0.1,0.0029237516349926904,0.0014640160271228231,0.9947931004747053
test_004,8,0.15,0.0014875227616629478,0.0007443149735639854,0.9927821346237463
test_004,8,0.2,0.0014875227616629478,0.0007443149735639854,0.993035147585504
test_004,9,0.0,0.004154804954989613,0.0020817270624518117,0.5154618508780965
test_004,9,0.01,0.003693159959990767,0.0018499961458413629,0.6774340486954181
test_004,9,0.02,0.005488446051652946,0.0027517745087953915,0.7851054060687233
test_004,9,0.05,0.0033853966299915365,0.001695568400770713,0.9728351664045817
test_004,9,0.1,0.00041035110666564077,0.0002052176589795552,0.9815743501546415
test_004,9,0.15,0.0,0.0,0.989281556328964
test_004,9,0.2,0.0028211638583262805,0.0014125744811999178,0.9975750387517559
test_008,0,0.0,0.01385113574585766,0.006973865854239063,0.33919559797229054
test_008,0,0.01,0.012196563216488997,0.006135698827558325,0.40483515730926684
test_008,0,0.02,0.00907651216110809,0.004558945743796747,0.8107082032761167
test_008,0,0.05,0.022880374406126645,0.01157257968103675,0.9450773600409865
test_008,0,0.1,0.017963930318859764,0.009063372051422712,0.9915623659048238
test_008,0,0.15,0.02538586995059919,0.012856116830260953,0.9862653750168447
test_008,0,0.2,0.02231309239605739,0.011282419027130394,0.9901107992057842
test_008,1,0.0,0.026945895478289645,0.013656947073340201,0.6175183852370887
test_008,1,0.01,0.02425130593046068,0.012274489161123607,0.9301534467061056
test_008,1,0.02,0.02098943437256246,0.010606024412966104,0.3026140150897609
test_008,1,0.05,0.025764057957312028,0.013050141276758775,0.7768978993476492
